text,sentiment,category,keyword
"뭐랄까..아무 생각이 없어보이더라..그 예전에 페미들 맹위를 떨칠 때 뭐라더라 고위직에도 여성을 무조건 할당해야 된다라고 했던 얘가 있었던 것 같은데 딱 그 수준 보는 듯..이건 뭐 그냥 친구끼리ㅡ만나서 수다 떠는 수준도 아니고..아무런 비전도 정책도 제시하지 못하면서 이제 우리 세대가 고위직들로 채워지고 있으니 그 흐름대로 나도 그 세대니까 대기업임원급위치인 당대표도 해봐야겠다 라는 말 뿐이네..
짬밥이 몇 년인데 공부란 걸 전혀 안하는듯 정치를 종이마냥 반으로 접어 겹치면 나경원하고 데깔코마니일듯",부정,기타,비판
하 또 기어나오네,부정,기타,비판
"고민정 
정말 싫다
고만해라 
한번도 민주당인적 없는 인물
문재인덕에 정치입문하며 충성질하던  
뻔뻔한 언변
정말 지긋지긋한",부정,기타,비판
박지원 할배가 고민정 의원보다  젊은 감각임 나이가 중요한게 아니라 공감능력이 중요한데,중립,기타,공감능력
청년들에게는 586꼰대들만큼 고민정이 비호감이 높음,부정,기타,비호감
능력도 안되는게 의원을 하니깐 빈티가 좔좔 흐르네,부정,기타,비판
누구보다 586 스러운 나이만 젊은 정치인 ㅎㅎㅎ,부정,기타,비판
최민희와 비슷해 보이는데,중립,기타,비교
"검찰을 박살내듯이 형사피해자의 인권도 함께 박살내버리는 민주당 클라쓰 ㅋㅋ
더불어 대한민국 사법체계도 깔끔하게 박살내버릴듯",부정,기타,비판
민주당.고민정.당선으로.구테한.586.넘고가야한다.홧팅입니다❤❤❤❤❤❤❤❤❤,긍정,기타,응원
여자 조국이라는말이  딱이네  무능,부정,기타,비판
궁금해서 들었습니다만 더 답답해지는 순간..인물을 구체적으로 잘 정리해준 정영진이 최고다,중립,기타,정보 공유
고민정.홧팅입니다..당선가능성.65%❤❤❤늙다리들.보다는.상큼하죠❤❤❤,긍정,기타,응원
"586에게 혜택은 다 쳐받고 개소리 시전하는 고밀정ㅋㅋㅋ
아주 하는짓이 이재명 당대표 팔아먹고 쳐웃던  그때랑 똑같네",부정,기타,비판
어쩌면 저렇게 10년이나 정치를 하면서 본인 가치관이 하나도 없나? 한심하기 그지없네. 적어도 당대표 출마한다면 최소한의 본인 주관이라도 확실히 밝혀라!!,부정,기타,비판
고민정은 뭔가 지금도 죽창이라는 단어를 쓸거같음,부정,기타,비판
거짓말하네. 문재인때 페미문제로 남녀 갈등이 극에 달해 갈 때 표창원이 2030 남성들 말 듣겠다며 간담회? 열었는데 정말 놀랍게도 해결책은 없고 말 그대로 듣기만 했다.서로의 입장이 있다는 사람들이 한쪽의 입장만 대변하고 자기들이 자랄 때 혜택 봤으면 지금 자기들이 가진 걸 내 놔야 맞지 아무 혜택 못 본 남자들한테 피보라고 하니 거기서 끝난거지. 혜택보고 이미지 챙기고는 자신들이 하고 피는 너희 세대가 봐라 이러니 완전 등 돌린 거지.,부정,기타,비판
586의 인형,부정,기타,조롱
다 모르겠고 정청래는 정계 은퇴하고 민석이는 깝치지말고 가만히 숨만 쉬고,부정,기타,비판
"과거 386이라 불리던 86세대는 현 50대부터 60대까지 있는데 586이자 686도 됨. 그렇다면 뒤는 597세대, 408세대로 볼 수 있나? (50대 나이, 90년대 학번 70년대 태생), (40대 나이 ,00년대 학번 80년대 태생)",중립,기타,정보 공유
수박주제에 월하겠다고?,부정,기타,비판
당대표 후보라기에는 생각이 너무 없어 보이는데... 본인 생각시 없노~,부정,기타,비판
고민정씨 30 분 개소리 잘들었습니다,부정,기타,비판
싸이드스텝과 잔잔발이,중립,기타,기타
당최 먼말을 하는건지 진짜 ㅋㅋ,부정,기타,비판
고민정은 586에 비해 나이만 적을 뿐 그 외에는 다른거 하나 없다고 생각함,부정,기타,비판
구려 그냥 구려,부정,기타,비판
젊기만 하면뭐해~~~~하는건 뭣도없는데~그렇다고 본인이 그렇게 젊은것도 아닌데 ㅉㅉㅉㅉ,부정,기타,비판
모든 답변이 다 두리 뭉실하네.. 나이보다 정책이중요한데.. 기억나는거는 나이 이야기뿐이네.. 혹시나 기대했는데.. 역시나 이군. 근데 질문을 이해를 못하는거야? 아님 일부러 그러는걸까?? 정말 한결 같아. 그리고 내 시억에든 고민정은 갈치려 하던 사람들의 나팔수 였지 않나?,부정,기타,비판
"근데 586권력은 실력으로 빼앗아야 되는게 맞긴 함ㅋㅋ 70년대생들 얘기들어보면 586세대가 권력을 안 물려준다고 찡찡거리는 사람 은근 많은데 자기가 밀어내지 못한 걸 그렇게 프레이밍함. 고민정이 해낼 것인가, 고민정이 적임자인가 하면 모르겠지만 586을 권력에서 실력으로 밀어내려는 시도와 노력이 필요하긴 함",중립,기타,정치
이낙연 밀어줄려고 ;;;;; 왜나와,부정,기타,비판
나이어린게 뭐 자랑이라고ㅋㅋㅋㅋ,부정,기타,비하
"낙엽이 애제자 나왔네
아니 아직도 꼴값을 떠네
이재명 대통령님한테 니가
한짓 국민들은 잊지 않았는데 
너만 잊었구나
진짜 구역질 나는 정치인 👎👎👎👎",부정,기타,비판
역시 정영진 ㅎㅎㅎ,긍정,기타,응원
고밀정 ㅜ,중립,기타,감정
친문출신은 왜이리  죄다 무능력할까?..,부정,기타,비판
답답하네...,중립,기타,감정
젊은꼰대네,부정,기타,비하
만날 할배 할매만 만나다보니 본인이 젊다고 착각속에 빠진듯,부정,기타,비판
10년 하더니 뱅뱅 돌려서 알맹이 없이 말하는게 정치인 다 됐네ㅋㅋㅋㅋ,부정,기타,비판
"40대를 당돌하다고 할 정도면,
조직이 얼마나 노령화된 거야. 😅
세대교체가 시급하다",부정,기타,비판
너가 무슨 젊은 정치인이냐..ㅋ,부정,기타,정치 비판
팔십노인의아쉬움참...소리많.울임이있어야지울임이없다더성숙이필요😊.무모함도울임도희극배우가될수뱎에에아이시대나이시대는.구태중구태자기도모른상태구태가되어버렸다,중립,기타,일반 잡담
"들을만한 가치가 없는거는 매한가지...본인의 철학도 사회자가 질문해도 동문서답...보다 껐음....
국회배치달고 여태까지 뭐했음??
놀았음???
에휴....",부정,기타,방송 비판
영혼없는 말들  너저분하게  늘어놓는 이런방송 진행  피곤해요,부정,기타,방송 비판
"진짜 맹하네
ㄷㄷㄷ",부정,기타,비판
반드시 질문후 키스! 분위기하면  합의금ㅜ여자는 암때나ㅜ그러나 따라하면 합의금ㅜ 반드시 질문. 옷은 여자가!체위를ㅇ반드시 질문해ㅡ구체적 답변후🎉 매단ㅇ계 질문!!안그러면여자감고소땐ㅇㅡ쨜라라ㅡㅡ형량이 약ㅇ하다는ㅇ댓글받음😢 경찰은 여성단체와 레거시기자들의 공격받음.; 판사는 이경우 형량을ㅇ낮춤!ㅡㅡ이러면ㅁ댓글에 판사 딸ㅜ댓글ㅇ도배한다ㅜㅜ,중립,기타,법적 논의
고민정 참 이해 안되는 인물,부정,기타,정치 비판
멍멍,중립,기타,일반 잡담
문빠라서 탁상공론 여전하네  수사받으러 천안까지 내려가나 피곤해 죽겠는데,부정,기타,정치 비판
민정아 너 주름 많이 늘었던데ㅋㅋㅋㅋㅋ,부정,기타,비판
영진아.요새는. 함돈균이 안부르냐 ㅎㅎ ㅋㅋ,중립,기타,잡담
뱀 같아,부정,기타,비난
응 아무것도 하지마~~~,부정,기타,비판
"최악인줄 알았는데 생각보다
재활용도 안되는 급의 최악이었어 😂",부정,기타,비난
광진을 주민 입니다... 다 좋은데 제발 다른지역으로 가면 안될까요? 지역구 국회의원이 적성이 안맞는것 같은데... 일을 못하면 열심히라도 하던가.. 좋은 제안이라도 받았나 본데... 그냥 다른데 갑시다...,부정,기타,비판
"고름은 짜내고 소독하고 가는 게 좋지 않을까요?
조국혁신당과 통합하면 젊은 층의 지지는 받지 못할 것 같네요. 
지금도 조국 씨가 헛발질할 때마다 민주당을 욕하는 사람이 있는데, 
그분은 건너지 말아야 할 강을 자꾸 건너가고 있음. 이미지를 바꾸긴 힘들 듯.",부정,기타,비판
"현직 이대남인데, 이 아줌마 40대 였음? 하는거 보면 최소 50대 중반은 넘어보였는데.
2030 다시 끌어올려면, 이준석식 공정을 현란하게 비판했던 이탄희나 국장여신 이소영 정도는 데리고 와라.
아니면 노무현 시즌2 김부겸, 김경수, 전재수도 나쁘지 않을듯.",중립,기타,정치
이잼 졸라까댄 민저이는 이제시인 남편에게돌아가라 남편이 재인에게보냇다며. 이제고마가라 남편에게,부정,기타,비난
민정이끝이다,부정,기타,비난
가르치려 하지 말라는 민정 이 네말도. 가르치지 말라고 가르치는 거쟎아.  왜 옳은 것을 가르치면 안돼?  황당하네.,부정,기타,비판
고밀정 어디 안가네 ㅋㅋ,중립,기타,잡담
보수인 나도 하찮게 보는데. 진보분들도 역시..,부정,기타,비판
민정아 정치좀 그만해라,부정,기타,비판
진짜 궁금한데 역사적인 그날 고민정은 검찰보고 이재명 잡아가라고 가결표 던졌나요? 아닌가요?,중립,기타,질문
"고민정의원을 586이  아니라고할수있나요?
그냥 생물학적 나이가 어리다고 다가아님, 문제인의 나팔수여",부정,기타,비판
고밀정  잘가세욕!~~,부정,기타,비판
날이 갈수록 점점 재수없는 캐릭터입니다. 국회의원은 이번까지만 하세요!,부정,기타,비판
양산에 서 갈라치기 핵심멤버로 키울려나보네 이미 하도국민들이당해서 또당할까 모르겠네  째려보고있다 단단히해라,부정,기타,비판
"이제는
고민~좀 그만하자^^😊

고민~정아 넌 도대체 정체가 뭐냐?ㅋㅋㅋ",부정,기타,비판
니가 당대표 하기엔 너무 박쥐처럼 굴지 않았니.. 문프 공격당하고 조롱 당할때 난 최소한 넌 한마디 할줄 알았다.,부정,기타,비판
"와.....ㅋㅋㅋㅋ 고민정 의원에 대한 평이....악플 일색이네. 저라도 응원을 보내야겠네요. 가끔....음....좀 이상한 발언을 하셨긴 했지만 고운 음색과 옛날 KBS 아나운서 시절때 기억이 떠올라 제겐 호감을 주는 의원이십니다. 그리고 장애 남편과의 결혼 스토리가 꽤 유명했던 기억도 나네요. 문재인 전 대통령과의 인연을 시작으로 정치를 시작하셨다는 정치시작의 변에서 하신 말씀도 기억합니다. 근디.....은근 고민정 의원에 대한 기억이 새록새록 많이 가지고 있네요. 그런 좋은 기억을 실망시키지 않는 정치인으로 ""문재인 대통령이 아닌 이해찬 대표님"" 같은 정치인으로 남아주셨으면 합니다. 솔직히 정치는 문통보다 이해찬 대표가 한 수 위니깐요.",긍정,기타,응원
현실과 자신에 대한 인식이 부족. 능력은 없는데  어설픈 이상만. 질문은 날카롭고 구체적인데 답변은 두루뭉실...,부정,기타,비판
프랑스가서 당대표 해라,부정,기타,조롱
2:39 젊은 CEO가 많은건 그들이 기성세대를 뛰어넘는 성과와 능력을 보여준 것이고 당신은 단지 나이만 젊을뿐 성과와 능력을 보여준적이 없는것 같은데 왜 비유를 그런식으로 하는지 모르겠네?,부정,기타,비판
민주스럽게해요~~,중립,기타,일반 잡담
고민정도 나이만40대지ㅋㅋ,부정,기타,조롱
근데 고민정 누가 뽑는거임? 홍명보 냄새가 나는데...,부정,기타,비판
왜 고민정이 정원오캠프 전략기획본부장해서 망했는지 알거 같네요. 지금의 민의를 전혀 읽지를 못하네요,부정,기타,비판
전설의 피해호소인!,부정,기타,조롱
국회의원 오래하면 세상물정은 아예 잊어버리나...대체 이분 진짜 세상 살이 어떻게 돌아가는지 아예 모르는 것 같은데...초창기 고민정 좋았는데...,부정,기타,비판
질문에 대답하는게 아니고 자기가 하고 싶은 말들을 겁나 준비해서 왔구나. 그나저나 정영진 잘한다,중립,기타,일반 잡담
이 사람도 참 뻔뻔하기 그지 없네요 ㅋㅋㅋㅋ,부정,기타,비판
안돼겠어요. 영진이 형이 나가줘,부정,기타,비판
수박의 사전적 정의를 확립한 대단하신분,부정,기타,비판
"친문들 애로사항도 이해는 간다. 뭔가 젊은 얼굴로 갈아끼우기는 해야겠는데, 가능한 면상이 고민정밖에 없어 ㅠㅠㅠㅠ",중립,기타,일반 잡담
놀고있어,부정,기타,비판
"청량감이 없는..
주름이 없어 나이가 덜 들어보이지만 두뇌에 깊은 주름이 심한..근데 정작 본인만 모르는..
그냥 뻔뻔함.",부정,기타,비판
니년도 내일모레 50살아님?? 젊다는 게 뭔 말인지 잘 모르나보네 ㅋㅋ,부정,기타,비판
"물흐리지말고 민정아 넌 빠진게 낫지않을까
민주당 인물이 그렇게 없냐",부정,기타,비판
"가장 한심한 사람이 나이로 편가르기 하는거예요. 나이가 적다고 생각이 젊은것도 아니고, 능력으로 호소해야지, 86세대 어쩌고저쩌고 할거면 그보다 나은 뭔가를 보여줘라.
그런 생각 자체가 진부한거야.",부정,기타,비판
"당대표 가자~,,🎉🎉🎉",중립,기타,응원
이탈표 짬처리반 아냐?,중립,기타,질문
존나 깨지는데 ㅣㅣ,부정,기타,비판
"나이 자체나 586이라는 것 자체가 문제라기 보단 586으로 대변되는 그 세력이 소위 텃세로 상징되는 집단인 것이 문제지요. 혁신을 추구해야 할 진보세력이 정통성 운운하며 다른 세력을 배척하는 것 자체가 모순적이지 않습니까. 통합을 말하는 사람과 적통을 말하는 사람, 재건축을 말하는 사람과 증축을 말하는 사람. 어느 쪽이 옳습니까? 자명한 문제죠",중립,기타,정치논의
2030 누구도 고민정을 젊은 민주당으로 생각하지 않아요..,부정,기타,비판
"이재명대통령과 각을 이루는 정청래안돼 계엄 해제 결의에 불참한 김민석은 더더욱 안돼 6선씩이나 했으면서 당의 단합 화합보다 김민석행동대장한 송영길도 안돼 늙은 정치꾼 세명 다 은퇴하고 세대교체가 되어야 된다
그래 차라리 고민정의원이 그중에 제일 좋다",부정,기타,세대교체
586하고 똑같은 정신세계를 가지신분이 뭔소릴하는건지ㅎㅎ,부정,기타,비판
"고민정이 당대표로 출마한 이유는
첫번 지 몸집 키우기
둘째 정철래가 뒷배라고 믿고 있는 친문이 정청래에게 경고하는 것

그래서 지금 정청래가 출마선언을 못하고 있는거야
친문 대변인 고민정이 나왔으니깐",중립,기타,정치전략
고민정이는 재선에서 끝냈어야 하는데 가면갈수록 추해지네!!!,부정,기타,비판
"늙고 젊읆의 문제가 아니라 옳은 방향의 정치을 하느냐 마느냐의 문제요
이대통령이 20대 30대라서 저렇게 정치합니까? 그냥 방향만 잘 잡으면 국민입장에선 그게 70대라도, 보수정치인이는 뽑아야지",중립,기타,정치방향
친문이 수박인데,부정,기타,정치 비판
송영길 먼친문이야 가스라이팅심하네,부정,기타,가스라이팅
ㅋㅋㅋㅋ  도저히 앞뒤가,중립,기타,반응
86세대 은퇴엔 공감이지만 고민정은 정무감각 개박살에 무능하고 뇌가 썩어서 차라리 86이 낫다.,부정,기타,무능 비판
이래서 문재인 정권이 망하는 거야  논리도 없고... 무능은 악중의 악 최악이다,부정,기타,정권 비판
나이가 중요한게 아닌데...,중립,기타,나이
새 후보 모두 흠이 있는데 우리 고민정 후보만은 깨끗해서 정직 하고 합리적인 정치를 할 수 있을 것 같음 떨어질 거라는 생각 과 말은 절대 해서는 안 되고 노대통령 처럼 승리하기 바람.,긍정,기타,후보 지지
본인도 상당히 이념적인데요;;,중립,기타,이념
문재인계승으로 이재명 돕겠다는 마인드부터가 컷임,부정,기타,정치 비판
확실히 젊긴한듯 선명성이 조금 덜한듯,중립,기타,젊음
그래도 너는 아니지 ㅋㅋㅋㅋ,중립,기타,일반 잡담
저여자 말하는 건 논리 없는 추상만 있네,부정,기타,비판
당대표 출마자체가 문재인 의사표시용인데 뭘 더 알아야하나ㅋㅋㅋ,부정,기타,비판
정프로 짱!,긍정,기타,응원
"생물학적 나이가 중요한 게 아니다 ㅋㅋㅋㅋㅋㅋ 막말로 황희두 같은 애들이 10 20 30 세대에 소구력 있다고 생각함? 
전 이상헌 민주당 의원(백발 할배). 이 분이 고민정보다 훨씬 청년들에게 친화감 있음.",중립,기타,정보 공유
와 고민정 하하 마 웃음도 안나온다 지가 말하고도 모순이 생기는걸 이해를 몬하네 와 이런애들이 정치하고있다잉,부정,기타,비판
"586 운동권 출신들의 분화.. 

1. 김민석, 송영길 등
: 86운동권 최고의 브레인이었으면서...
이후..투옥이나 노동운동을 하고도..
전문직 변호사 자격증을 취득... 

즉..
운동가로서의 주도력이나..
이를 뒷받침할 연설능력도 탁월한데...
심지어 ""전문지식""까지 뒷받침.... 

그에 더불어 지난 수십년간..
국민들과 민주당을..진심으로 아끼고 사랑했음...


아무리 국민을 사랑하는 마음이 있어도..
머리에 든 게 없으면...
정작.. 국민들을 위해.. 무엇을 해야 하는지 모르며....


아무리 머리에 든 게 많아도...
그 지식과 지혜를..
국민들을 위해 쓸 생각이 없다면...
애초에.. 공직을 맡아서는 안 되는 것입니다....


그래서...
국민을 사랑하고..
그것을 뒷받침할 능력도 있는
김민석..  송영길이.. 훌륭하다고 하는 것....



아무리..
좋아하는 여자나 남자가 있어도...
그 상대를 편안하게 해줄 수 있기 위해서는... 

심리적.. 경제적.. 능력이...기본 전제..!!!


""허나와 클로버""에서...
마야마가 리카를 향해 했던 워딩이... 

국가적 차원에서 확장해석해보면.. 그러한 것....


즉..
연애도 사랑도 결혼도...
기본적으로.. 능력....!! 이 있어야 하는 것이며...


그래서...
반칙과 부정을 일삼는 것도 모자라..-_-^
성격까지 개차반인.. 성격파탄 조국과 조국당하고는... 

애초에... 연애도 불가...!!! 했던 것...




1. 86항쟁 당시 다수의 민주화운동 대학생들..
: 민주화항쟁의 시간이 지난 이후..
그들은... 자신들의 전공분야에서 생업을 히며...
평범한 국민으로 살아가고 있으나... 

80년대 군부독재 시절...
민주화운동 항쟁에 참여했다는 이유로.... 

자신들의 청춘을 바쳤다는 근거로..
국민들에게.. 그 빚을 갚으라고 강요한 적이 없음...-_-;;;


그래서..
문조털래유 및 문빠패거리들이..
국민들에게.. 민주화운동 빚 갚으라고 ㅋ 

우겨대는 것도...


전혀.. 근거가 없는 주장이라는 것...!!!



지독하게 본질적으로 따지자면....
솔까.. 민주화운동을 한 목적도...
자기 자신을 위한 것...!!!입니다....!! 

윤석열 불법걔엄해제와...
윤석열 탄햑을 위해 모였던 그 당시의...
수많은 국민들... 툭히 2,30대들이... 

차후... 국민들에게...
""나.. 민주화운동했다..
내 덕에.. 니네가 민주사회에 살고 있다..
그러니.. 내 희생애 대해.. 빚 갚아러..!!!"" 

생각하고.. 시위에 참여했냐는...-_-^


그냥..
그 당시.. 그 순간...그 자신이..!!! 

그런 식으로 폭력적 독재정권 차하에 살기 싫어서... 

그 집회 및 시위에 참여했던 것...!!!



즉...
마찬가지로...


그래서 86운동권 정치인들이...
더이상은.. 국민들애게.. 청구서를 내밀면 

안 되는 이유인 것입니다...!!!!






따라서.. 

국민들에게 단한번도..
생색은 커녕.. 빚 갚으라고 독촉한 적 없는 

2번 유형의 86세대들에게는...


국민들이..진심으로....
잊지 않고 감사하게 여겨야 하는 분들....









1. 문조털래유 및 문빠패거리들.  

86세대..라고 일컫기도 혐오감이 드는...
극단적 이기주의자들...-_-^    손가락 2 ㅋ 

DJ의 시혜..!!! 로..
정계에 진출한 다수가... 이 지경...



김용옥교수가 지적했듯이... 

대학시절..
학생운동에 전념하느라.. 전문지식이 없는..... 

고딩 때의 지식수준 그대로.. 정치권에 진출한 상태...;;


솔까...
학벌만 명문대 출신들이지.....
그들의 지식은...고졸 수준에 정체되어 있었고.... 

더 심각한 것은....
정계에 진출해 시간적으로 여유있고
경제적으로 넉넉하게 생활을 할 수 있었던 때애도.. 

림종석 -_- 따위 등 처럼....
골프나 치고 다녔었지... 자신을 갈고 닦지 않고.... 

국가와 국민들의 미래를 위해...
자신의 전문성을 키워 실력을 향상시키려는.. 

노력조차 하지 않았다는 것이며...-_-++



86 운동권 정치인들이 분화되는 게..
바로 이 지점이라는 것입니다.... 

그런...
패거리주의 기득권 영합주의에 가담하지 않은 게....
바로... 김민석, 송영길이었으며.... 

그래서...
문조털래유.. 문빠패거리들이...
지난 20년간...  온갖 모함으로 과롭혔던 것.... 

비윤리 무능력자들의 시기 질투....ㅋㅋㅋ






문조털래유 및 문빠패거리들은....
양정철 따위 등과 어울리며... 

오히려...
서민들을 위해 존치됐고...
심지어... 그 때문에... 군부독재정권이...
국민들로부터.. 나름의 지지를 얻었었던 공적 시스템.. 

국가 주도하의..
체계적인 역사교육, 예체능교육 등의 공교육...을
븅괴시켰으며.... 

뜬금없는 교육감 직선제 -_-  선거로...
체계적인 공교육시스템 붕괴....


사법고시 같은.. 공정성 논란 자체가 없던
국가 공인 신분상승 시험시스템....


국가가..
국민들로부터 받은 세금을 통해서...
국민들에게 베풀어야 하는 수많은 혜택들을.. 

천박한 자본주의 -_- 시스템으로 변질시켰던 주체가..



바로.. 문조털래유.. 문빠패거리들 86 들이라는...


2003년부터....
노무현 팔아먹으면서 말입니다.....





법학전공자라면 당연히..!! 대륙법계의 독일체제를
그대로 답습하고 있는 대한민국 법체제를 생각해 보면.. 

80년대 당시....
법학전공자는..당연히...!!!!
독일로 유학가야 했던 것입니다.... 

그런데..
사회주의자 -_- 리고 우겨왔던 조국은... 

사회주의를 공부하기 위해서도...
본인의 전공인 법학을 공부하기 위해서도.... 

당연히 독일로 유학을 갔어야 했는데....



대한민국 법체계와는 전혀 다른...
미국으로 유학을 갔던...ㅋㅋㅋ



유시민과 더불어..
조국도.. 프락치라고 추정하는 근거 중 하나....



이상... 

문조털래유 및 문빠패거리들인..
86 운동권 출신 정치인들은.... 정말 퇴출시켜야...!!!


유시민이..
노무현정권을 위험에 빠뜨리면서까지.. 

무릎 꿇고...
울고불고 -_- 하는..
몰상식한 추태를 부리고도... 

기어이.. 보건복지부장관이 되려 했던 이유가...
바로..!!! ""의료의 민영화..!!""였다는 것.... 

아무런 이득도 없는데 그럴리가..!!! 

유시민이..
프락치..인 또하나의 근거...!!




지금..
보완수사권 가지고... 

요몇일전까지...
유시민이... 노무현재단 고문자리까지 버리고... 

보완수사권 및 그 하수인 정청래에 올인하겠다면서
난리를 쳤던 목적도.. 20년전 기사감이....ㅋㅋㅋ



20년전..의료민영화에...
20년후..사법민영화까지...!!!! ㅋㅋㅋㅋㅋ;;;


지난 20년간 조국과 유시민이 했던 짓... 

국가와 국민둘을 위한 공정한 공적 시스템 및
국민들을 위한 최소한의 복지정책을....
천박한 자본주의논리를 가지고...
파괴해왔다는 것 ....


86운동권 출신 중에서..
전체주의 파시즘 폭력주의인 것도 모자라..
무식함과 무례함 -_-^ 까지 겸비한...
1. 유형은...


민주진보진영에서 뿐만 아니라..
제도권 정치에서.. 조속히 퇴출시켜야 하는 세력으로.. 

고민정이 해야 하는 정확한 워딩은... 

""문조털래유... 문빠패거리들... 가라...!!! "" 라는 것...",부정,기타,비판
나이 나이 성별 성별 지겹다 지겨워. 능력있는 사람을 원한다. 2030남자들 다 떠나는구나😂😂😂,중립,기타,일반 잡담
"이제, 그만이야.",중립,기타,일반 잡담
수박은 가라 제발 반명은 꺼져주길 바란다 당신에게 치사함을 매번 느꼈다,부정,기타,비판
지금까지 가만히 있디가 586 아웃? ㅎㅎㅎㅎ 이젠 고민정 본인이 민주당 원주민?? 심하게 양다리에요 ㅋㅋ,중립,기타,정치 비판
문재인이 그렇게 시켰냐?  문재인의 입,부정,기타,정치 비판
다른건 모르겠는데 고민정 나이가 대기업 CEO야? 쟈랑 내가 사는 나라가 같은거 맞나? 걍 미친거 같기도 하네..,부정,기타,정치 비판
586 향단이는 ???,중립,기타,정치 비판
586 영포티 제발 좀 내려와~~,부정,기타,정치 비판
두고봐야알지 딱히 기대는 안됩니다,중립,기타,기대감
꼭보면 586보다 586같은 인간들이 나이앞세워서 난리침 이준석같은인간들,부정,기타,정치 비판
똘라이도 참자기피할시대라도 넘뻔뻔스렵네 ❤누가너를 찍겠나 개인적생각 10표나나올라나 자기식구들밖에,부정,기타,정치 비판
"거짓말을 하는건지 기억력이 없는건지
고민 좀 하고 말을 해라. 뭘 몰라.
유니클로 불매, 반일, 죽창을 들어라 등등
문재인때가 지금보다 훨씬 심했는데??",부정,기타,정치 비판
세대가 문제가 아니라 무능이 문제인 것 같은데? 정청래 봐라 1년도 안되서 사장되고 있잖냐,부정,기타,무능 비판
그누구보다 문조털래유가 어디서,중립,기타,일반 잡담
586보다 더 무능하고 문재인만 바라보는 당신은 조국당으로 고고싱,부정,기타,정치 비판
586에 붙어서 그들의 대변인 하수인 정치해온 사람이 할 소리는 아니지. 친문이라는 사람들은 유체이탈화법 아니면 말을 못 함.,부정,기타,정치 비판
장르만 싫어질라한다 국짐당 못하는거좀 다루워라!!,부정,기타,정치 비판
젊꼰 민정아 😢문통때 청년얘기좀 하지그랬니😢,부정,기타,청년 문제
박근혜 문제인때 시작됬지.. 서로 논쟁하고 댓글로 논리 싸움하고.. 썰전부터 정치에 관심이 생기면서.. 오히려 갈라치기가 심해진듯..,중립,기타,정치 논쟁
민정아 그만하세요 에에 😢😢😢,부정,기타,정치 비판
고밀정...,중립,기타,일반 잡담
586 가고 고민정 오면 그건 더 재앙인데;;;,부정,기타,정치 비판
고민정 왜 갑자기 티어나와 분노유발시키냐.?,부정,기타,정치 비판
"골빈정 고민좀 고밀정은 정치인으로서의 아이덴티티가 없이 진영에 의탁해서 생긴 멸칭이고  
어둠의 오세훈 선대위원장 국민의힘 당원이라는 얘기를 듣게 된 것은 무지한 선거활동의 결과값이었음
여전히 고민도 변화도 발전도 없는 구태 정치인중 한명이  나이 50이라 아직 젊고 비교적 말끔한 외모의 여성이라고 해서 민주당의 간판으로  쓰이고 싶다 하는 것은 자신과 당의 미래를 위해 좋은 선택일까? 
가만히 있었을 때의 평판이 그중 나았다면 고민부터 해야 하지 않을까?
어차피 다 아는 악세서리용으로 나와 젊은 민주당 이미지를 시작하기도 전부터 훼손시키는 건 아닌지 생각해봐야 하지않을까?",중립,기타,정치 비판
고민중😂,중립,기타,감정 표현
"고민정 의원이 한 말들이 원론적으로는 맞는 것들이 꽤 있다. 그런데, 이제까지는 이런저런 사안들에 왜 아무런 목소리를 내지 않았음? 정원오 캠프에서는 왜 젊은층 표를 얻는 선거 전략을 쓰지 못함? 이제까지 스스로가 독립적으로 정치했다고 생각하나?? 아무것도 없음",부정,기타,정치 비판
생각과 행동이 젊어야.. 하는 짓은 늙은이면서 들이밀 건 나이 뿐이란 고백을,부정,기타,세대 비판
쩔래 손 잡고 너나 가라,부정,기타,갈등
니가 가라!,부정,기타,갈등
응. 너도 아니야ㅋ,부정,기타,갈등
지는 젊은줄 아나,부정,기타,세대 비판
🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉🍉,중립,기타,기타
ㅋㅋㅋㅋㅋㅋ 응 넌 아니야 정신차려,부정,기타,갈등
"586은 나이가 아니라 이념을 말하는 건데
과연 나팔수였던 고민정이 거기서 자유로울까?",부정,기타,이념 비판
당신 능력업스요. 먼 세대가 됫든.,부정,기타,능력 비판
나이가 젊다고 다 되는게 아닌데..,부정,기타,세대 비판
너는 뇌가 586이잖아 ㅋㅋㅋㅋㅋㅋㅋ 나이만 젊다고 젊냐?? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,부정,기타,세대 조롱
4년후 정귄 넘어간다.,중립,기타,정치 전망
나이가 중요한게 아니라 정신 세계가 넌 100세 시대 사람인듯한데. 아무리 민주당에 인물이 없어도 넌 아니야.,부정,기타,정신 세계 비판
"이재명은 전대표님 문재인은 대통령님
이정도면 ㅈㄴ 티나는데?ㅋㅋㅋ",부정,기타,정치 비판
금데 고민정이 아는게 있나,부정,기타,능력 비판
그럼 586은 가고 MZ에게 나라를 넘기면 되니? 그래도 된다면 100번 넘기고 욕심 없이 난 그냥 살다 죽고프다.,중립,기타,세대 교체
고민정이 사는 방법은 문재인을 버리는건데 창의적으로 버리네,부정,기타,정치 비판
친문이 586  자체 인데 이건 새로운 유체이탈 화법인가?,중립,기타,정치비판
